track_id,track_name_spotify,track_url,track_popularity,track_duration_ms,track_preview_url,track_explicit,track_isrc,artist_id,artist_name_spotify,artist_url,artist_genres,artist_followers,artist_popularity,artist_image,album_id,album_name,album_url,album_release_date,album_total_tracks,album_label,album_image,Título_Original
5zZJIbzGSAHwVElzQjf2eO,"Jack, Joe and Nancy in the mall (The book is on the table)",https://open.spotify.com/track/5zZJIbzGSAHwVElzQjf2eO,31,188680,,False,BRSME1000183,1Kaf4B6XHMA4agtMO1wzrf,Resgate,https://open.spotify.com/artist/1Kaf4B6XHMA4agtMO1wzrf,"christian rock, brazilian gospel, gospel, christian pop",293760,50,https://i.scdn.co/image/ab6761610000e5ebbea915129d792dc90a0af2d7,0M07Ph3l3BLbrSubTeVOcc,Ainda não é o último,https://open.spotify.com/album/0M07Ph3l3BLbrSubTeVOcc,2010-06-01,12,Best,https://i.scdn.co/image/ab67616d0000b2739af83152bfbd7680ece9ef78,"Jack, Joe and Nancy in the Mall"
6Vxw6xyLfhDpBfBdiKb5Af,Conquista ll,https://open.spotify.com/track/6Vxw6xyLfhDpBfBdiKb5Af,3,279144,,False,USANG2093451,3qR0dzD7hU005nuz4Msoba,Wanderley Andrade,https://open.spotify.com/artist/3qR0dzD7hU005nuz4Msoba,"brega, tecnobrega, seresta, calypso",51117,45,https://i.scdn.co/image/ab67616d0000b273ac3f10ee7b25e8e1e8168aa2,37hCLQcXUfChgAoe8QLGnY,Minha Gente,https://open.spotify.com/album/37hCLQcXUfChgAoe8QLGnY,2020-05-11,20,Wa Digital Music,https://i.scdn.co/image/ab67616d0000b2732f91519a9d23889fe969d5f8,Conquista ll
0nc4jLSNvEybCQ6zD0PMh5,"Carnaval, Op. 9: 7. Coquette, Vivo",https://open.spotify.com/track/0nc4jLSNvEybCQ6zD0PMh5,1,64821,,False,GBWUL2207765,3PfBKTz6rYAjxFT8GNBS9t,Spring Music,https://open.spotify.com/artist/3PfBKTz6rYAjxFT8GNBS9t,avant-garde,238,19,https://i.scdn.co/image/ab67616d0000b273195897c9b5bb767d56597b6c,3BLnvKgyMnEdx9vpbco0ad,Children's Carnaval,https://open.spotify.com/album/3BLnvKgyMnEdx9vpbco0ad,2022-08-05,21,Digital Classic,https://i.scdn.co/image/ab67616d0000b273a51a0cd4abe09f8737244f46,"Carnaval, op. 9: 7. Coquette. Vivo"
6ptk9Q5zqt39jn06XOgzZg,Canzone Per Te - Versão Remasterizada - Ao Vivo,https://open.spotify.com/track/6ptk9Q5zqt39jn06XOgzZg,35,193733,,False,BRSME8800183,7fAKtXSdNInWAIf0jVUz65,Roberto Carlos,https://open.spotify.com/artist/7fAKtXSdNInWAIf0jVUz65,"mpb, brega, bolero",6778072,72,https://i.scdn.co/image/45e8967f18679d0a5791c7f647d9f7ab1bc20f3c,6DFC5eYUSFK2bAIt2Khh22,Roberto Carlos: Ao Vivo (Remasterizado),https://open.spotify.com/album/6DFC5eYUSFK2bAIt2Khh22,1988-04-07,10,Sony BMG Music Entertainment,https://i.scdn.co/image/ab67616d0000b273f866a58dd1a2d87d288eb01e,Canzone Per Te
33M6qxrVFnEAP4L1uJvESv,"Debussy: Préludes, Livre I, CD 125, L. 117: No. 10, La cathédrale engloutie (Arr. Leopold for Cello Ensemble)",https://open.spotify.com/track/33M6qxrVFnEAP4L1uJvESv,3,365253,,False,GBAYC0600688,3YZqGxNBOlhhAETu2LrNB7,Die 12 Cellisten der Berliner Philharmoniker,https://open.spotify.com/artist/3YZqGxNBOlhhAETu2LrNB7,classical,10261,35,https://i.scdn.co/image/035e66c2e679ebb5f53672e4bbe3320db92ffa18,25GmFFCVMhOmXzY83qVlqC,50 x 12: Half a Century of Music,https://open.spotify.com/album/25GmFFCVMhOmXzY83qVlqC,2022-10-14,50,Warner Classics,https://i.scdn.co/image/ab67616d0000b27336e334bc103bca1f920b79ac,Préludes - Livre I: X La Cathédrale engloutie
0X2f6eH8QOE2xfyF0Jk6pt,Sem Jesus Não Dá,https://open.spotify.com/track/0X2f6eH8QOE2xfyF0Jk6pt,30,294837,,False,BRL171800020,4RegwuNM39GAN9vIaAcEM5,Noemi Nonato,https://open.spotify.com/artist/4RegwuNM39GAN9vIaAcEM5,"pentecostal, gospel",46463,40,https://i.scdn.co/image/ab6761610000e5eb80aaf52f207cfa54c5fabe8e,5jFpTM9ym0cFMtB7rVrFt1,Espírito Santo,https://open.spotify.com/album/5jFpTM9ym0cFMtB7rVrFt1,2018-06-10,12,Noemi Nonato,https://i.scdn.co/image/ab67616d0000b273458e6f2fa7843274afd7a91e,Sem Jesus Não Dá
6EMDs5zwBNvp7rK3PwrWVb,Só Ficou Saudade - Ao Vivo,https://open.spotify.com/track/6EMDs5zwBNvp7rK3PwrWVb,36,193488,,False,QZHZ32151651,6ibO0tbEmYbiTrodnpl8R7,Os Gargantas De Ouro,https://open.spotify.com/artist/6ibO0tbEmYbiTrodnpl8R7,"forró, piseiro",25317,43,https://i.scdn.co/image/ab6761610000e5ebc6fdcb85c8a045aa12d72656,5xXkFCHsb9FqSzjxMk8015,Só Ficou Saudade (Ao Vivo),https://open.spotify.com/album/5xXkFCHsb9FqSzjxMk8015,2021-05-10,1,Os Gargantas De Ouro,https://i.scdn.co/image/ab67616d0000b273050cff1464bf1319da5fa564,So Ficou Saudade
6ycM0D2SAlyxwl40Y10AlZ,Deus Está No Controle,https://open.spotify.com/track/6ycM0D2SAlyxwl40Y10AlZ,39,172480,,False,BXFBA1400059,41y67kzuqyOCphn9Aj5Teq,Sarah Oliveira,https://open.spotify.com/artist/41y67kzuqyOCphn9Aj5Teq,"brazilian gospel, gospel",38838,42,https://i.scdn.co/image/ab6761610000e5eb20c1d54cd0e224161e01d093,7naeYAVDhV6m9H9Xbqnz1H,Sarah,https://open.spotify.com/album/7naeYAVDhV6m9H9Xbqnz1H,2016-09-16,10,Universal Music Ltda.,https://i.scdn.co/image/ab67616d0000b2732b72c5fc059836c161da594b,Deus Está No Controle
5l2nA65AMfg7GdZvFMyXI4,Pra Onde Eu Irei? - Live Church,https://open.spotify.com/track/5l2nA65AMfg7GdZvFMyXI4,62,489859,,False,QZ5AB1947071,2tswayWsUGjUwpvN8KRwuN,MORADA,https://open.spotify.com/artist/2tswayWsUGjUwpvN8KRwuN,"gospel, worship, devotional, brazilian gospel",2065885,71,https://i.scdn.co/image/ab6761610000e5ebedbcb2cbcf9ccea6f82d5f44,0ZnX9cZRCa0CBfgPVgzB9Q,Pra Onde Eu Irei? (Live Church),https://open.spotify.com/album/0ZnX9cZRCa0CBfgPVgzB9Q,2018-06-01,1,Onimusic,https://i.scdn.co/image/ab67616d0000b2731dc15d86956d51f080aec0cf,Pra Onde Eu Irei?
6mikSSiLbWJEhpPgxJuoqy,Sol na Cara (O Leme Que Te Guia),https://open.spotify.com/track/6mikSSiLbWJEhpPgxJuoqy,20,290764,,False,QZGLS1978016,3LcImgfMSyblXrPbb2FeZl,Guilé,https://open.spotify.com/artist/3LcImgfMSyblXrPbb2FeZl,nova mpb,1367,12,https://i.scdn.co/image/ab6761610000e5ebffe61c908bd1cdc601c0901e,5R5SlUwtOZYeaFP0zkQTbM,Sol na Cara (O Leme Que Te Guia),https://open.spotify.com/album/5R5SlUwtOZYeaFP0zkQTbM,2019-05-30,1,Guilé,https://i.scdn.co/image/ab67616d0000b273cd36eb43ba223d8af45d4a19,Sol na cara
3Ph8lSIZW5UmdkVxqhyl7G,Um milagre do amor,https://open.spotify.com/track/3Ph8lSIZW5UmdkVxqhyl7G,17,220746,,False,BRBOP0301603,5irXw8ZrxTByOaON4CNvng,Armando Filho,https://open.spotify.com/artist/5irXw8ZrxTByOaON4CNvng,"pentecostal, gospel, brazilian gospel",130649,43,https://i.scdn.co/image/ab67616d0000b2736a69f8045d9e198c07dc1244,0ZfSOrgPBkQJqZ02tRvrn8,Nenhuma Condenação,https://open.spotify.com/album/0ZfSOrgPBkQJqZ02tRvrn8,2012-02-13,16,Best,https://i.scdn.co/image/ab67616d0000b2736a69f8045d9e198c07dc1244,Um milagre do amor
3KVF4VK0Kclakez9LCGYga,Promessas (Promises) - Ao Vivo,https://open.spotify.com/track/3KVF4VK0Kclakez9LCGYga,66,347927,,False,BRAPD2200009,5eo3eRvCHJhgMDL6K1cbMT,Sarah Beatriz,https://open.spotify.com/artist/5eo3eRvCHJhgMDL6K1cbMT,"gospel, brazilian gospel, worship, devotional, pentecostal",867613,63,https://i.scdn.co/image/ab6761610000e5ebbfef8cb7efba80ccf355718d,6Bm010xs1prbkP2bVbKPFj,Promessas (Promises) [Ao Vivo],https://open.spotify.com/album/6Bm010xs1prbkP2bVbKPFj,2022-06-09,1,Musile Records,https://i.scdn.co/image/ab67616d0000b2733e10e29aa49d8b9281dd0a52,Promessa
